month,district,pincode,variety,temperature,rainfall,humidity,water_availability,suitability
10,Kollam,691008,IISR Thevam,30.6,173.9,79.6,Medium,Plant with Care
10,Kollam,691008,IISR Thevam,27.5,274.4,77.3,High,Recommended
10,Kollam,691008,IISR Thevam,27.9,242.2,80.3,Medium,Recommended
10,Kollam,691013,IISR Thevam,27.8,196.4,70.3,Medium,Recommended
10,Kollam,691013,IISR Thevam,28.0,18.6,71.3,Medium,Plant with Care
10,Kollam,691013,IISR Thevam,29.2,276.8,68.8,Medium,Recommended
10,Kollam,691013,IISR Thevam,27.9,114.3,89.7,High,Plant with Care
10,Kollam,691013,IISR Thevam,29.5,174.1,74.2,Medium,Recommended
10,Kollam,691020,IISR Thevam,26.2,80.9,75.3,Medium,Plant with Care
10,Kollam,691020,IISR Thevam,25.3,13.6,78.7,Medium,Plant with Care
10,Kollam,691020,IISR Thevam,27.3,209.3,79.8,Medium,Recommended
10,Kollam,691020,IISR Thevam,25.9,171.0,66.9,High,Recommended
10,Kollam,691020,IISR Thevam,27.0,240.8,79.2,Medium,Recommended
11,Kollam,691001,IISR Thevam,27.0,250.3,84.7,High,Recommended
11,Kollam,691001,IISR Thevam,25.8,230.0,83.9,Medium,Recommended
11,Kollam,691001,IISR Thevam,28.5,125.5,78.0,High,Plant with Care
11,Kollam,691001,IISR Thevam,26.7,147.8,90.1,High,Plant with Care
11,Kollam,691001,IISR Thevam,26.4,320.9,77.1,High,Plant with Care
11,Kollam,691008,IISR Thevam,25.9,135.7,81.6,High,Plant with Care
11,Kollam,691008,IISR Thevam,24.9,88.0,79.3,Medium,Plant with Care
11,Kollam,691008,IISR Thevam,28.7,277.9,79.4,High,Recommended
11,Kollam,691008,IISR Thevam,24.8,281.2,90.2,High,Plant with Care
11,Kollam,691008,IISR Thevam,26.3,283.8,89.2,High,Recommended
11,Kollam,691013,IISR Thevam,28.7,63.1,79.8,Low,Not Recommended
11,Kollam,691013,IISR Thevam,30.1,161.6,91.5,Medium,Plant with Care
11,Kollam,691013,IISR Thevam,25.5,128.7,75.6,High,Plant with Care
11,Kollam,691013,IISR Thevam,25.9,155.6,80.5,High,Recommended
11,Kollam,691013,IISR Thevam,27.8,190.3,73.6,Medium,Recommended
11,Kollam,691020,IISR Thevam,26.6,188.4,84.7,Medium,Recommended
11,Kollam,691020,IISR Thevam,24.4,240.0,70.8,High,Recommended
11,Kollam,691020,IISR Thevam,25.7,376.0,76.3,High,Plant with Care
11,Kollam,691020,IISR Thevam,29.0,200.1,88.2,Medium,Recommended
11,Kollam,691020,IISR Thevam,23.9,134.2,79.4,Low,Plant with Care
12,Kollam,691001,IISR Thevam,26.0,43.0,71.7,Medium,Plant with Care
12,Kollam,691001,IISR Thevam,25.1,0.0,72.2,Medium,Plant with Care
12,Kollam,691001,IISR Thevam,23.7,43.3,88.8,Medium,Plant with Care
12,Kollam,691001,IISR Thevam,25.0,25.5,81.3,High,Plant with Care
12,Kollam,691001,IISR Thevam,23.7,43.6,40.5,Low,Not Recommended
12,Kollam,691008,IISR Thevam,24.2,81.8,85.0,High,Plant with Care
12,Kollam,691008,IISR Thevam,24.5,63.1,77.2,Medium,Plant with Care
12,Kollam,691008,IISR Thevam,22.2,25.0,74.4,High,Plant with Care
12,Kollam,691008,IISR Thevam,26.7,42.4,79.2,High,Plant with Care
12,Kollam,691008,IISR Thevam,28.5,47.7,74.4,High,Plant with Care
12,Kollam,691013,IISR Thevam,23.3,61.1,68.6,High,Plant with Care
12,Kollam,691013,IISR Thevam,25.8,37.8,77.2,Medium,Plant with Care
12,Kollam,691013,IISR Thevam,23.7,51.9,75.0,Medium,Plant with Care
12,Kollam,691013,IISR Thevam,27.6,21.3,65.9,Medium,Plant with Care
12,Kollam,691013,IISR Thevam,24.1,48.7,61.1,High,Plant with Care
12,Kollam,691020,IISR Thevam,24.4,41.9,74.7,Medium,Plant with Care
12,Kollam,691020,IISR Thevam,27.5,57.4,56.8,Medium,Plant with Care
12,Kollam,691020,IISR Thevam,21.6,74.9,64.4,Medium,Plant with Care
12,Kollam,691020,IISR Thevam,24.1,45.3,68.4,High,Plant with Care
12,Kollam,691020,IISR Thevam,22.1,37.0,71.9,Medium,Plant with Care
1,Kollam,691001,Sreekara,24.0,89.0,76.0,Medium,Plant with Care
1,Kollam,691001,Sreekara,24.1,71.5,48.0,Medium,Plant with Care
1,Kollam,691001,Sreekara,21.9,0.0,75.7,Medium,Plant with Care
1,Kollam,691001,Sreekara,24.5,48.8,55.5,Medium,Plant with Care
1,Kollam,691001,Sreekara,25.0,97.7,66.1,High,Plant with Care
1,Kollam,691008,Sreekara,26.7,63.4,66.8,High,Plant with Care
1,Kollam,691008,Sreekara,26.9,105.8,85.8,Medium,Plant with Care
1,Kollam,691008,Sreekara,26.5,89.1,51.5,Medium,Plant with Care
1,Kollam,691008,Sreekara,24.7,106.4,76.4,Medium,Recommended
1,Kollam,691008,Sreekara,27.0,32.4,72.4,Low,Not Recommended
1,Kollam,691013,Sreekara,23.1,26.2,60.9,Medium,Plant with Care
1,Kollam,691013,Sreekara,24.7,85.7,78.2,Medium,Plant with Care
1,Kollam,691013,Sreekara,27.7,64.4,64.5,High,Plant with Care
1,Kollam,691013,Sreekara,31.3,45.4,68.1,High,Plant with Care
1,Kollam,691013,Sreekara,26.1,78.8,84.6,Medium,Plant with Care
1,Kollam,691020,Sreekara,26.0,37.4,84.4,Low,Not Recommended
1,Kollam,691020,Sreekara,25.9,44.8,86.2,Medium,Plant with Care
1,Kollam,691020,Sreekara,26.7,116.4,68.1,Medium,Recommended
1,Kollam,691020,Sreekara,25.1,41.7,72.5,Medium,Plant with Care
1,Kollam,691020,Sreekara,27.0,25.9,66.2,Medium,Plant with Care
2,Kollam,691001,Sreekara,22.7,16.9,54.6,High,Plant with Care
2,Kollam,691001,Sreekara,23.8,39.1,62.1,High,Plant with Care
2,Kollam,691001,Sreekara,23.0,63.8,73.2,High,Plant with Care
2,Kollam,691001,Sreekara,26.3,22.2,80.8,High,Plant with Care
2,Kollam,691001,Sreekara,23.1,46.7,78.0,High,Plant with Care
2,Kollam,691008,Sreekara,25.2,46.3,70.2,Medium,Plant with Care
2,Kollam,691008,Sreekara,22.7,85.3,65.1,Medium,Plant with Care
2,Kollam,691008,Sreekara,24.9,22.9,70.8,Medium,Plant with Care
2,Kollam,691008,Sreekara,25.9,55.6,63.9,High,Plant with Care
2,Kollam,691008,Sreekara,27.8,20.7,66.0,Low,Not Recommended
2,Kollam,691013,Sreekara,22.3,43.8,76.7,Medium,Plant with Care
2,Kollam,691013,Sreekara,24.0,59.8,53.8,Medium,Plant with Care
2,Kollam,691013,Sreekara,28.0,38.8,59.5,Low,Not Recommended
2,Kollam,691013,Sreekara,23.4,56.1,72.6,High,Plant with Care
2,Kollam,691013,Sreekara,23.3,96.3,63.4,High,Plant with Care
2,Kollam,691020,Sreekara,22.9,47.4,69.1,High,Plant with Care
2,Kollam,691020,Sreekara,24.0,14.6,72.3,Medium,Plant with Care
2,Kollam,691020,Sreekara,25.7,81.3,73.3,High,Plant with Care
2,Kollam,691020,Sreekara,24.4,81.6,46.6,Medium,Plant with Care
2,Kollam,691020,Sreekara,26.0,26.9,78.1,Medium,Plant with Care
3,Kollam,691001,Sreekara,32.7,105.7,63.3,Low,Not Recommended
3,Kollam,691001,Sreekara,33.9,88.4,84.8,Medium,Plant with Care
3,Kollam,691001,Sreekara,33.3,115.2,72.7,High,Plant with Care
3,Kollam,691001,Sreekara,29.2,115.1,63.9,Medium,Recommended
3,Kollam,691001,Sreekara,32.2,171.6,64.4,Low,Not Recommended
3,Kollam,691008,Sreekara,29.1,69.6,58.1,Low,Not Recommended
3,Kollam,691008,Sreekara,33.3,163.6,69.7,Medium,Plant with Care
3,Kollam,691008,Sreekara,27.9,189.8,52.5,High,Recommended
3,Kollam,691008,Sreekara,30.9,133.0,66.1,Medium,Plant with Care
3,Kollam,691008,Sreekara,33.1,134.8,61.3,Medium,Plant with Care
3,Kollam,691013,Sreekara,34.1,112.2,68.8,High,Plant with Care
3,Kollam,691013,Sreekara,34.0,190.9,81.5,Medium,Plant with Care
3,Kollam,691013,Sreekara,33.0,142.3,67.4,Medium,Plant with Care
3,Kollam,691013,Sreekara,33.6,163.4,68.8,High,Plant with Care
3,Kollam,691013,Sreekara,30.1,79.1,71.0,Low,Not Recommended
3,Kollam,691020,Sreekara,34.5,121.8,78.2,Low,Not Recommended
3,Kollam,691020,Sreekara,29.6,88.9,65.2,Low,Not Recommended
3,Kollam,691020,Sreekara,34.5,105.6,80.3,Low,Not Recommended
3,Kollam,691020,Sreekara,32.5,137.5,57.8,Medium,Plant with Care
3,Kollam,691020,Sreekara,35.1,153.0,69.8,High,Plant with Care
4,Kollam,691001,Sreekara,31.6,161.2,65.5,Medium,Plant with Care
4,Kollam,691001,Sreekara,30.0,60.0,80.0,Low,Not Recommended
4,Kollam,691001,Sreekara,31.4,129.9,80.9,Low,Not Recommended
4,Kollam,691001,Sreekara,36.0,150.0,85.5,Medium,Not Recommended
4,Kollam,691001,Sreekara,30.7,30.8,68.9,Medium,Plant with Care
4,Kollam,691008,Sreekara,30.6,100.4,71.5,Medium,Plant with Care
4,Kollam,691008,Sreekara,35.4,169.4,63.8,High,Plant with Care
4,Kollam,691008,Sreekara,32.6,140.7,73.0,Medium,Plant with Care
4,Kollam,691008,Sreekara,34.8,113.2,81.1,Medium,Plant with Care
4,Kollam,691008,Sreekara,33.6,197.1,77.0,Low,Not Recommended
4,Kollam,691013,Sreekara,31.6,75.4,86.4,Low,Not Recommended
4,Kollam,691013,Sreekara,32.4,18.2,76.5,Medium,Plant with Care
4,Kollam,691013,Sreekara,32.7,200.3,70.5,High,Plant with Care
4,Kollam,691013,Sreekara,33.0,122.1,80.5,Low,Not Recommended
4,Kollam,691013,Sreekara,33.8,121.9,82.4,High,Plant with Care
4,Kollam,691020,Sreekara,33.1,91.8,68.3,Medium,Plant with Care
4,Kollam,691020,Sreekara,34.0,228.5,57.5,High,Plant with Care
4,Kollam,691020,Sreekara,35.0,96.3,78.7,Low,Not Recommended
4,Kollam,691020,Sreekara,30.0,137.2,83.5,Medium,Recommended
4,Kollam,691020,Sreekara,31.5,154.7,78.2,Medium,Plant with Care
5,Kollam,691001,Sreekara,29.8,137.3,77.1,Medium,Recommended
5,Kollam,691001,Sreekara,33.5,131.5,60.9,High,Plant with Care
5,Kollam,691001,Sreekara,33.6,90.3,74.8,Low,Not Recommended
5,Kollam,691001,Sreekara,32.4,74.7,68.6,Medium,Plant with Care
5,Kollam,691001,Sreekara,30.6,132.7,82.1,Medium,Plant with Care
5,Kollam,691008,Sreekara,32.6,83.7,79.4,Medium,Plant with Care
5,Kollam,691008,Sreekara,31.8,149.8,79.0,Medium,Plant with Care
5,Kollam,691008,Sreekara,28.5,154.1,93.5,Low,Not Recommended
5,Kollam,691008,Sreekara,33.7,158.8,73.6,Medium,Plant with Care
5,Kollam,691008,Sreekara,31.2,52.0,74.5,Low,Not Recommended
5,Kollam,691013,Sreekara,33.2,68.4,56.6,Low,Not Recommended
5,Kollam,691013,Sreekara,32.2,149.2,78.3,Low,Not Recommended
5,Kollam,691013,Sreekara,31.8,104.6,77.1,Medium,Plant with Care
5,Kollam,691013,Sreekara,32.5,108.9,70.3,Medium,Plant with Care
5,Kollam,691013,Sreekara,32.4,65.2,74.0,Low,Not Recommended
5,Kollam,691020,Sreekara,29.6,118.7,65.5,High,Recommended
5,Kollam,691020,Sreekara,32.1,165.0,90.2,High,Plant with Care
5,Kollam,691020,Sreekara,34.1,95.6,69.5,Low,Not Recommended
5,Kollam,691020,Sreekara,31.9,53.2,67.7,Low,Not Recommended
5,Kollam,691020,Sreekara,33.1,105.9,84.7,Medium,Plant with Care
6,Kollam,691001,Sreekara,24.0,372.4,81.2,High,Recommended
6,Kollam,691001,Sreekara,25.5,358.3,86.8,High,Recommended
6,Kollam,691001,Sreekara,27.0,310.6,83.0,High,Recommended
6,Kollam,691001,Sreekara,23.9,543.1,90.0,High,Plant with Care
6,Kollam,691001,Sreekara,24.1,486.0,89.6,High,Recommended
6,Kollam,691008,Sreekara,24.1,367.2,80.4,High,Recommended
6,Kollam,691008,Sreekara,24.8,373.0,80.9,High,Recommended
6,Kollam,691008,Sreekara,27.1,292.4,76.3,High,Recommended
6,Kollam,691008,Sreekara,27.7,403.3,84.9,High,Recommended
6,Kollam,691008,Sreekara,27.5,236.8,87.9,Medium,Recommended
6,Kollam,691013,Sreekara,27.3,352.6,77.6,High,Recommended
6,Kollam,691013,Sreekara,24.8,329.8,85.7,High,Recommended
6,Kollam,691013,Sreekara,27.6,450.2,83.0,High,Recommended
6,Kollam,691013,Sreekara,24.6,384.2,86.4,High,Recommended
6,Kollam,691013,Sreekara,22.9,274.3,83.5,High,Recommended
6,Kollam,691020,Sreekara,25.3,360.4,81.7,High,Recommended
6,Kollam,691020,Sreekara,25.9,392.8,78.2,High,Recommended
6,Kollam,691020,Sreekara,28.9,411.2,74.6,High,Recommended
6,Kollam,691020,Sreekara,28.9,325.3,85.3,High,Recommended
6,Kollam,691020,Sreekara,26.0,396.4,87.2,High,Recommended
7,Kollam,691001,Sreekara,28.6,228.5,81.0,High,Recommended
7,Kollam,691001,Sreekara,21.5,390.5,71.1,High,Recommended
7,Kollam,691001,Sreekara,26.1,525.7,80.3,High,Recommended
7,Kollam,691001,Sreekara,23.8,262.3,88.1,High,Recommended
7,Kollam,691001,Sreekara,25.7,343.0,75.0,High,Recommended
7,Kollam,691008,Sreekara,27.6,331.3,78.6,Medium,Recommended
7,Kollam,691008,Sreekara,26.0,427.7,85.1,High,Recommended
7,Kollam,691008,Sreekara,26.6,448.9,87.2,High,Recommended
7,Kollam,691008,Sreekara,24.4,351.8,85.8,Medium,Recommended
7,Kollam,691008,Sreekara,21.8,398.4,90.1,High,Recommended
7,Kollam,691013,Sreekara,21.8,361.7,83.0,High,Recommended
7,Kollam,691013,Sreekara,27.3,317.3,87.4,High,Recommended
7,Kollam,691013,Sreekara,29.7,243.0,89.6,High,Recommended
7,Kollam,691013,Sreekara,20.4,216.4,81.4,High,Recommended
7,Kollam,691013,Sreekara,27.1,311.0,89.7,High,Recommended
7,Kollam,691020,Sreekara,26.4,519.3,93.6,High,Plant with Care
7,Kollam,691020,Sreekara,28.0,452.1,88.5,High,Recommended
7,Kollam,691020,Sreekara,25.6,223.1,88.1,High,Recommended
7,Kollam,691020,Sreekara,27.9,394.1,90.6,High,Recommended
7,Kollam,691020,Sreekara,23.5,369.2,93.9,Medium,Recommended
8,Kollam,691001,Sreekara,25.1,262.6,82.5,High,Recommended
8,Kollam,691001,Sreekara,29.4,392.9,82.4,High,Recommended
8,Kollam,691001,Sreekara,27.5,297.8,85.1,High,Recommended
8,Kollam,691001,Sreekara,26.0,516.8,88.1,High,Plant with Care
8,Kollam,691001,Sreekara,27.9,397.9,92.6,Medium,Plant with Care
8,Kollam,691008,Sreekara,26.3,364.8,84.7,High,Recommended
8,Kollam,691008,Sreekara,26.1,374.0,78.7,High,Recommended
8,Kollam,691008,Sreekara,26.4,295.6,88.8,High,Recommended
8,Kollam,691008,Sreekara,26.2,600.0,82.8,High,Plant with Care
8,Kollam,691008,Sreekara,26.5,207.1,83.5,High,Recommended
8,Kollam,691013,Sreekara,26.3,328.1,83.2,Medium,Recommended
8,Kollam,691013,Sreekara,27.4,468.1,89.2,High,Plant with Care
8,Kollam,691013,Sreekara,25.8,438.4,84.6,High,Plant with Care
8,Kollam,691013,Sreekara,26.3,287.4,86.3,High,Recommended
8,Kollam,691013,Sreekara,29.7,335.9,78.9,High,Recommended
8,Kollam,691020,Sreekara,26.2,312.8,85.0,High,Recommended
8,Kollam,691020,Sreekara,29.4,527.5,83.6,High,Plant with Care
8,Kollam,691020,Sreekara,25.7,366.7,95.0,High,Plant with Care
8,Kollam,691020,Sreekara,26.5,389.4,84.9,High,Recommended
8,Kollam,691020,Sreekara,27.1,459.0,87.8,Medium,Plant with Care
9,Kollam,691001,Sreekara,25.8,438.9,95.0,Medium,Plant with Care
9,Kollam,691001,Sreekara,24.6,138.8,76.9,Medium,Recommended
9,Kollam,691001,Sreekara,25.8,336.0,91.1,High,Plant with Care
9,Kollam,691001,Sreekara,26.6,363.3,82.2,High,Recommended
9,Kollam,691001,Sreekara,21.6,206.4,85.4,Medium,Recommended
9,Kollam,691008,Sreekara,28.2,447.3,83.5,High,Plant with Care
9,Kollam,691008,Sreekara,28.1,190.6,81.3,Medium,Recommended
9,Kollam,691008,Sreekara,26.7,404.5,83.8,Medium,Plant with Care
9,Kollam,691008,Sreekara,26.6,276.0,86.0,Medium,Recommended
9,Kollam,691008,Sreekara,26.5,141.6,95.0,High,Plant with Care
9,Kollam,691013,Sreekara,26.9,501.4,75.8,High,Plant with Care
9,Kollam,691013,Sreekara,26.1,263.2,82.8,High,Recommended
9,Kollam,691013,Sreekara,25.0,347.2,82.3,High,Recommended
9,Kollam,691013,Sreekara,26.0,309.6,92.1,High,Plant with Care
9,Kollam,691013,Sreekara,26.5,237.0,82.3,High,Recommended
9,Kollam,691020,Sreekara,24.7,209.9,79.3,High,Recommended
9,Kollam,691020,Sreekara,27.7,315.2,78.2,High,Recommended
9,Kollam,691020,Sreekara,25.7,364.4,88.6,High,Recommended
9,Kollam,691020,Sreekara,25.3,300.3,84.3,High,Recommended
9,Kollam,691020,Sreekara,29.0,287.2,86.1,High,Recommended
10,Kollam,691001,Sreekara,26.1,239.2,67.4,Medium,Recommended
10,Kollam,691001,Sreekara,24.4,175.8,87.2,Medium,Recommended
10,Kollam,691001,Sreekara,24.8,401.8,71.0,High,Plant with Care
10,Kollam,691001,Sreekara,30.4,256.4,95.0,Medium,Plant with Care
10,Kollam,691001,Sreekara,26.5,240.4,84.0,Medium,Recommended
10,Kollam,691008,Sreekara,26.1,224.5,95.0,High,Plant with Care
10,Kollam,691008,Sreekara,31.5,193.7,87.5,High,Plant with Care
10,Kollam,691008,Sreekara,27.6,224.7,79.1,Medium,Recommended
10,Kollam,691008,Sreekara,28.7,208.9,81.6,Low,Plant with Care
10,Kollam,691008,Sreekara,28.9,310.1,86.9,High,Plant with Care
10,Kollam,691013,Sreekara,28.1,222.6,75.9,Low,Plant with Care
10,Kollam,691013,Sreekara,25.8,219.4,90.5,Medium,Plant with Care
10,Kollam,691013,Sreekara,27.2,67.0,81.4,Medium,Plant with Care
10,Kollam,691013,Sreekara,28.1,97.9,94.4,Low,Not Recommended
10,Kollam,691013,Sreekara,29.4,178.2,82.5,Low,Plant with Care
10,Kollam,691020,Sreekara,27.3,279.8,78.9,High,Recommended
10,Kollam,691020,Sreekara,28.7,180.0,79.0,High,Recommended
10,Kollam,691020,Sreekara,24.9,218.7,82.3,Medium,Recommended
10,Kollam,691020,Sreekara,24.3,167.2,70.6,Medium,Recommended
10,Kollam,691020,Sreekara,25.4,103.3,81.6,High,Recommended
11,Kollam,691001,Sreekara,29.7,66.7,77.7,High,Plant with Care
11,Kollam,691001,Sreekara,31.3,169.2,89.4,High,Plant with Care
11,Kollam,691001,Sreekara,28.6,113.3,72.4,Medium,Recommended
11,Kollam,691001,Sreekara,25.9,203.4,80.8,Medium,Recommended
11,Kollam,691001,Sreekara,24.7,153.2,84.2,High,Recommended
11,Kollam,691008,Sreekara,28.0,175.3,84.6,Medium,Recommended
11,Kollam,691008,Sreekara,24.3,151.7,85.5,High,Recommended
11,Kollam,691008,Sreekara,26.2,251.7,78.0,High,Recommended
11,Kollam,691008,Sreekara,25.1,362.5,79.4,High,Recommended
11,Kollam,691008,Sreekara,26.9,246.4,93.8,Medium,Plant with Care
11,Kollam,691013,Sreekara,25.5,196.9,93.5,Medium,Plant with Care
11,Kollam,691013,Sreekara,28.4,112.0,81.9,Low,Plant with Care
11,Kollam,691013,Sreekara,26.7,242.5,85.2,Low,Plant with Care
11,Kollam,691013,Sreekara,29.3,195.5,76.5,Low,Plant with Care
11,Kollam,691013,Sreekara,27.9,193.1,83.5,Medium,Recommended
11,Kollam,691020,Sreekara,24.7,176.0,82.3,Medium,Recommended
11,Kollam,691020,Sreekara,25.3,241.6,82.9,Medium,Recommended
11,Kollam,691020,Sreekara,25.8,195.6,69.0,Medium,Recommended
11,Kollam,691020,Sreekara,25.3,115.6,68.1,Medium,Recommended
11,Kollam,691020,Sreekara,25.1,251.0,82.4,High,Recommended
12,Kollam,691001,Sreekara,22.6,46.0,63.5,Medium,Plant with Care
12,Kollam,691001,Sreekara,25.6,59.6,73.5,Medium,Plant with Care
12,Kollam,691001,Sreekara,25.2,63.5,95.0,High,Plant with Care
12,Kollam,691001,Sreekara,28.2,23.6,62.2,Medium,Plant with Care
12,Kollam,691001,Sreekara,26.0,93.4,87.7,High,Plant with Care
12,Kollam,691008,Sreekara,25.5,51.3,72.3,Medium,Plant with Care
12,Kollam,691008,Sreekara,25.7,36.7,53.7,Medium,Plant with Care
12,Kollam,691008,Sreekara,26.9,18.1,75.9,Low,Not Recommended
12,Kollam,691008,Sreekara,24.3,62.4,68.0,High,Plant with Care
12,Kollam,691008,Sreekara,28.2,72.5,60.1,Low,Not Recommended
12,Kollam,691013,Sreekara,25.5,8.9,54.4,High,Plant with Care
12,Kollam,691013,Sreekara,27.1,0.0,58.0,Medium,Plant with Care
12,Kollam,691013,Sreekara,27.7,76.5,57.7,Medium,Plant with Care
12,Kollam,691013,Sreekara,25.0,12.0,61.6,High,Plant with Care
12,Kollam,691013,Sreekara,25.9,67.1,64.0,Medium,Plant with Care
12,Kollam,691020,Sreekara,25.4,83.0,60.2,High,Plant with Care
12,Kollam,691020,Sreekara,21.9,100.6,59.0,Medium,Plant with Care
12,Kollam,691020,Sreekara,23.9,32.0,58.1,Medium,Plant with Care
12,Kollam,691020,Sreekara,26.2,6.5,45.1,Medium,Plant with Care
12,Kollam,691020,Sreekara,24.1,117.8,74.2,High,Recommended
1,Pathanamthitta,689645,Panniyur 1,20.8,111.2,67.9,Medium,Recommended
1,Pathanamthitta,689645,Panniyur 1,23.3,82.5,82.3,High,Plant with Care
1,Pathanamthitta,689645,Panniyur 1,22.1,65.3,83.4,Medium,Plant with Care
1,Pathanamthitta,689645,Panniyur 1,19.3,47.0,57.6,Medium,Plant with Care
1,Pathanamthitta,689645,Panniyur 1,16.3,65.1,57.6,Medium,Not Recommended
1,Pathanamthitta,689661,Panniyur 1,20.4,81.5,51.0,High,Plant with Care
1,Pathanamthitta,689661,Panniyur 1,19.7,23.7,93.2,Medium,Not Recommended
1,Pathanamthitta,689661,Panniyur 1,19.1,45.3,58.4,Medium,Plant with Care
1,Pathanamthitta,689661,Panniyur 1,16.7,43.7,62.2,High,Not Recommended
1,Pathanamthitta,689661,Panniyur 1,18.6,92.4,69.2,Medium,Plant with Care
1,Pathanamthitta,689695,Panniyur 1,18.6,0.0,75.9,Medium,Plant with Care
1,Pathanamthitta,689695,Panniyur 1,19.5,36.5,71.1,Medium,Plant with Care
1,Pathanamthitta,689695,Panniyur 1,22.4,71.4,66.4,Medium,Plant with Care
1,Pathanamthitta,689695,Panniyur 1,18.2,54.7,70.9,Low,Not Recommended
1,Pathanamthitta,689695,Panniyur 1,19.4,64.0,67.3,High,Plant with Care
1,Pathanamthitta,689699,Panniyur 1,17.4,50.6,45.0,Medium,Not Recommended
1,Pathanamthitta,689699,Panniyur 1,18.2,77.1,77.2,Low,Not Recommended
1,Pathanamthitta,689699,Panniyur 1,26.3,29.7,71.0,Low,Plant with Care
1,Pathanamthitta,689699,Panniyur 1,23.1,26.0,58.2,Medium,Plant with Care
1,Pathanamthitta,689699,Panniyur 1,17.6,74.1,64.1,High,Not Recommended
2,Pathanamthitta,689645,Panniyur 1,18.0,31.9,60.2,Medium,Plant with Care
2,Pathanamthitta,689645,Panniyur 1,20.3,59.5,59.1,Low,Not Recommended
2,Pathanamthitta,689645,Panniyur 1,19.6,46.2,67.3,High,Plant with Care
2,Pathanamthitta,689645,Panniyur 1,20.3,121.9,78.8,Medium,Recommended
2,Pathanamthitta,689645,Panniyur 1,20.2,50.9,63.2,Medium,Plant with Care
2,Pathanamthitta,689661,Panniyur 1,21.5,68.5,65.9,Medium,Plant with Care
2,Pathanamthitta,689661,Panniyur 1,18.2,11.8,91.8,Medium,Not Recommended
2,Pathanamthitta,689661,Panniyur 1,21.1,86.7,66.9,Medium,Plant with Care
2,Pathanamthitta,689661,Panniyur 1,22.1,72.6,70.7,Medium,Plant with Care
2,Pathanamthitta,689661,Panniyur 1,19.1,54.7,54.9,High,Plant with Care
2,Pathanamthitta,689695,Panniyur 1,19.9,67.5,55.8,Medium,Plant with Care
2,Pathanamthitta,689695,Panniyur 1,20.5,24.5,84.1,High,Plant with Care
2,Pathanamthitta,689695,Panniyur 1,21.1,123.2,80.7,Low,Plant with Care
2,Pathanamthitta,689695,Panniyur 1,18.9,28.3,69.4,Low,Not Recommended
2,Pathanamthitta,689695,Panniyur 1,17.5,96.3,67.8,Medium,Not Recommended
2,Pathanamthitta,689699,Panniyur 1,22.6,42.0,81.6,Medium,Plant with Care
2,Pathanamthitta,689699,Panniyur 1,19.7,20.3,66.7,High,Plant with Care
2,Pathanamthitta,689699,Panniyur 1,18.8,52.7,80.1,Medium,Plant with Care
2,Pathanamthitta,689699,Panniyur 1,17.1,0.0,79.0,Low,Not Recommended
2,Pathanamthitta,689699,Panniyur 1,17.9,105.0,77.3,Medium,Plant with Care
3,Pathanamthitta,689645,Panniyur 1,28.3,86.9,68.8,Low,Not Recommended
3,Pathanamthitta,689645,Panniyur 1,26.8,55.3,82.5,Low,Not Recommended
3,Pathanamthitta,689645,Panniyur 1,29.0,96.2,81.2,Low,Not Recommended
3,Pathanamthitta,689645,Panniyur 1,26.9,149.5,77.6,Medium,Recommended
3,Pathanamthitta,689645,Panniyur 1,28.8,125.7,78.8,Medium,Recommended
3,Pathanamthitta,689661,Panniyur 1,27.8,119.2,72.4,Low,Plant with Care
3,Pathanamthitta,689661,Panniyur 1,26.7,241.1,71.3,High,Recommended
3,Pathanamthitta,689661,Panniyur 1,27.4,105.5,88.9,High,Plant with Care
3,Pathanamthitta,689661,Panniyur 1,25.9,95.0,75.2,Low,Not Recommended
3,Pathanamthitta,689661,Panniyur 1,28.5,57.3,69.4,Medium,Plant with Care
3,Pathanamthitta,689695,Panniyur 1,25.6,38.0,73.2,Low,Not Recommended
3,Pathanamthitta,689695,Panniyur 1,27.6,207.0,56.3,High,Recommended
3,Pathanamthitta,689695,Panniyur 1,26.7,120.5,84.4,Medium,Recommended
3,Pathanamthitta,689695,Panniyur 1,32.0,100.3,74.8,Low,Not Recommended
3,Pathanamthitta,689695,Panniyur 1,26.9,185.2,65.6,Medium,Recommended
3,Pathanamthitta,689699,Panniyur 1,28.6,121.2,85.0,Medium,Recommended
3,Pathanamthitta,689699,Panniyur 1,29.2,152.5,80.2,Medium,Recommended
3,Pathanamthitta,689699,Panniyur 1,25.5,104.6,75.8,Low,Plant with Care
3,Pathanamthitta,689699,Panniyur 1,25.4,101.9,84.3,High,Recommended
3,Pathanamthitta,689699,Panniyur 1,27.8,178.0,66.5,Medium,Recommended
4,Pathanamthitta,689645,Panniyur 1,27.3,67.0,72.9,Medium,Plant with Care
4,Pathanamthitta,689645,Panniyur 1,26.3,149.9,65.1,Medium,Recommended
4,Pathanamthitta,689645,Panniyur 1,25.7,132.9,79.3,Low,Plant with Care
4,Pathanamthitta,689645,Panniyur 1,29.6,163.6,68.1,Medium,Recommended
4,Pathanamthitta,689645,Panniyur 1,28.0,182.8,74.6,High,Recommended
4,Pathanamthitta,689661,Panniyur 1,26.2,68.9,82.3,Low,Not Recommended
4,Pathanamthitta,689661,Panniyur 1,26.0,129.8,80.4,Medium,Recommended
